"id","exerciseName","exerciseCategory","video","instructions","likes_count"
49,Bench Knee Tucks,Abdominals,https://www.youtube.com/v/8hNAe6KRx04?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit on the end of a flat bench or edge of big chair and lean your torso back to a 45 degree angle to the floor.

	 

	Extend your legs out at a 45 degree angle and stabilize your body by gripping the sides of the bench or chair.

	 

	Pull your knees into your chest and then lower your knees back down to the starting position.

	 

	The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
51,Lateral Dumbbell Raises,Shoulders,https://www.youtube.com/v/eOM1EGE9a-Q?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Grab two dumbbells and stand with your feet about shoulder width apart. 

 

Holding the dumbbells about 4-5 inches in front of your upper thighs and with palms facing one another, press them together. 

 

Maintaining about a 20 degree bend in your elbows and with palms facing the floor throughout the movement, lift the dumbbells up and out to the sides, a little in front of your body and in a semicircular arc, until they reach shoulder level. 

 

Keep your torso still during the entire movement. 

 

At the top of the movement tilt the dumbbells so the front end is slightly lower than the back end; return to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
52,Leg Extensions,Thighs,https://www.youtube.com/v/FbWITOIBMxw?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Adjust the seat position so that your knee joint is lined up with the axis of rotation of the machine and grab the handles near your hips. 

 

Hook your feet under the foot pad so the pad rests on the front of your ankles. 

 

Extend your feet up until your legs are straight, being sure to keep your buttocks down on the seat throughout the movement. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward. 

 

Keep your back flat against the machine pad.",0
53,Leg Raises,Abdominals,https://www.youtube.com/v/ihVy7PAqQpQ?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie on the end of a flat bench or the floor and stabilize your body by gripping the bench above your head or pressing your palms firmly against the ground; extend your legs out. 

 

With your legs in a fixed, slightly bent position throughout the movement, raise them up in a semicircular arc until they are about 75 degrees above the level of the floor. 

 

Reverse the movement and return to the starting point. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 4 seconds, with the downward movement no faster than the upward.",0
54,Lying Leg Curls,Thighs,https://www.youtube.com/v/BivgTpe27ww?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie face down on the bench making sure that your knee joints line up with the axis of rotation of the machine and grab the handles at the end of the bench. 

 

Adjust the foot pad so that it rests comfortably at the base of your ankles. 

 

Pull your feet towards your buttocks, being sure to avoid excessive hip motion throughout the movement, until your legs are about perpendicular to the ceiling. 



Maintain the natural curve of your spine by tensing your abdominal and lower back muscles. Keep your head up, looking forward, throughout the exercise. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward.",0
55,Lying Triceps Extensions,Triceps,https://www.youtube.com/v/7zj1PutPnFw?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Grip the barbell (use can use an EZ-curl barbell if preferred) with your hands about 6 inches apart. 

 

Sit on the end of the bench with the weight on your legs and your palms facing down. 

 

Raise the barbell up to your chest and slowly lie back onto the bench, be sure to maintain the natural curves in your low back throughout the exercise. 

 

Press the barbell straight up until your arms are fully extended above you and perpendicular to the floor; do not lock your elbows. 

 

Lower the barbell along a semicircular arc to your forehead, being sure to stop just short of hitting your forehead while keeping your elbows pointing forward. 

 

Press the barbell up reversing the movement and returning to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward.",0
56,Machine Chest Press,Chest,https://www.youtube.com/v/CLtAjpDSLE0?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Adjust the seat height so that the handles are even with the center of your chest. 

 

Keeping your upper arms perpendicular to your to torso, press the weight away from your body, being sure to keep your wrists aligned with your forearms throughout the movement. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the inward movement no faster than the outward. 

 

Keep your back flat against the machine pad. 

 

Do not lock your elbows at the top of the press",0
57,Machine Crunches,Abdominals,https://www.youtube.com/v/ueGPiseLBS0?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit on the machine and adjust the seat so that the chest pad is at the level of your upper chest and, if available, buckle the seat belt (some machines will require you to cross your arms on the pad and others require you to lie in the machine hooking in your feet and arms). 

 

Slowly curl your upper body towards your hips; return to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
59,Machine Lateral Raises,Shoulders,https://www.youtube.com/v/GPmXNRXDkBU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Adjust the seat position such that your shoulder joints line up with the axis of rotation of the machine and grab the handles lightly. 

 

Raise the pads up and out to the side by pushing with your elbows until your arms are parallel to the floor and perpendicular to your body. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward.",0
60,Machine Low Back Extensions,Lower Back,https://www.youtube.com/v/D-k3mMtSQIU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit on the machine and adjust the seat so that the back pad is at the level of your upper back and buckle the seat belt. 

 

Push the back pad until your body is straight; return to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
61,Machine Preacher Curls,Biceps,https://www.youtube.com/v/u-3AcmkbSyU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Adjust the seat position so that the back portion of your arms lie flat on the pad and your elbows line up with the axis of rotation of the machine. 

 

Grab the handles in an underhand position with your palms facing up. 

 

Pull your hands towards your face while keeping the back part of your arms flat on the pad until they are close to your chin. 

 

Reverse the movement and return to the starting position; maintain a slight bend in the elbow to prevent joint locking at the end of the movement. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward.",0
62,Dumbbell Reverse Wrist Curls,Forearms,https://www.youtube.com/v/fogZSfl411E?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"1. Sit on the end of a flat bench with your feet about shoulder width apart.  

 

2. With your palms facing the floor, grip one dumbbell in each hand. Run your forearms along your thighs, positioned so your wrists, hands, and each dumbbell hang off the end of each respective knee.  

 

3. Let the dumbbells hang down as far as possible to fully stretch the forearm muscles.  

 

4. Curl your wrist up in a semicircular arc as high as possible.  

 

5. Return the dumbbells to the starting position.",0
63,Machine Pullovers,Back,https://www.youtube.com/v/xnWA1wce7FE?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Adjust the seat position so that your shoulders are at the level of the axis of rotation of the machine or just slightly below. 

 

Place your elbows on the pads and grab the bar; your arms should be back as far as possible without any discomfort and keep a good arch in your back throughout the movement. 

 

Avoid over-stretching at the beginning of the movement by utilizing the foot pedal to push the bar out farther. 

 

Drive the weight up until you reach full extension. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
64,Machine Shoulder Press,Shoulders,https://www.youtube.com/v/ze94CXdsckU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Adjust the seat height so that the handles are at chin level. 

 

Press the handles upward above your head and keep your wrists aligned with your forearms throughout the movement. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward. 

 

Keep your back flat against the machine pad. 

 

Do not lock your elbows at the top of the movement.",0
65,Machine Seated Rows,Back,https://www.youtube.com/v/wnRahVGEdE4?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Adjust the seat height so that your shoulders are above the handles and your forearms are parallel to the floor and adjust the chest pad to the point where your fingertips touch the handles. 

 

Keep your chest against the pad and your back straight and upright. 

 

Pull the handles towards you and as far back as possible; squeeze your shoulder blades together and arch your back slightly at the end of the movement. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the inward movement no faster than the outward.",0
67,Machine Triceps Extensions,Triceps,https://www.youtube.com/v/-bWcanL-_1k?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Adjust the seat height so that the back part of your arms lay flat against the pad and your elbows line up with the axis of rotation of the machine; your shoulders should be at equal height to the elbows. 

 

Adjust the back pad so that your back is comfortably supported in an upright position and grab the handles so that your palms face each other with thumbs facing you. 

 

Press the handles down and away, keeping the back of your upper arms flat against the pad, until your arms are straight. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward.",0
68,One-Arm Dumbbell Bent-Over Rows,Back,https://www.youtube.com/v/2F2Xd_LHtXM?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Place your right knee, shin, and hand on a flat bench, with your hand about 1-2 feet away from your knee. 



Reach down with your left hand and grab the dumbbell. 

 

Pull the dumbbell up to the side of your lower ribcage, with your upper arm close to your torso. 

 

Return the dumbbell to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward. 

 

Keep your back straight or in its natural curvature throughout the exercise. 

 

After completing your reps for one side, reverse sides and repeat.",0
69,One-Arm Dumbbell Extensions,Triceps,https://www.youtube.com/v/jjzYhBxSfqc?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit on the end of a flat bench and grab the dumbbell with your right hand. 

 

Lift the dumbbell directly above your right shoulder, with your palm facing forward. Bend your arm so the dumbbell is as low as possible behind you and near the midline of your body. 

 

Straighten your right arm; your right upper arm and torso should remain motionless through the entire movement. 

 

Maintain the natural curve of your spine. Do not arch your back. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upwad. 

 

After completing your reps for one side, reverse sides and repeat.",0
70,One-Arm Dumbbell Kickbacks,Triceps,https://www.youtube.com/v/t3LNscOQPfg?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Grab the dumbbell with your left hand and place your right foot forward and your left foot slightly behind you. 

 

Place your right hand on a flat bench and bend over until your torso is parallel with the floor. Lean on right arm for support. 

 

Keeping your left arm against your body, your left upper arm parallel with the floor, and your left palm facing your body, bend your left arm to form a 90 degree angle. 

 

Straighten your left arm and hold it there a moment. 

 

Return the dumbbell to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward. 

 

After completing your reps for one side, reverse sides and repeat.",0
71,Dumbbell Wrist Curls,Forearms,https://www.youtube.com/v/TMJ4zIZzZxY?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit on the end of a flat bench with your feet about shoulder width apart. 

 

With your palms facing the ceiling, grip one dumbbell in each hand. Run your forearms along your thighs, positioned so your wrists, hands, and each dumbbell hang off the end of each respective knee. 

 

Let the dumbbells hang down as far as possible to fully stretch the forearm muscles.  

 

Curl your wrist up in a semicircular arc as high as possible.  



Return the dumbbells to the starting position.",0
72,One-Dumbbell Triceps Extensions,Triceps,https://www.youtube.com/v/4t3BC4PPNGs?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit on the end of a flat bench and grab the dumbbell and lift it directly above your head with both hands. 

 

Make sure your palms are flat on the inside of one of the ends of the dumbbell, your thumbs are circled around the bar of the dumbbell, and the bar is perpendicular to the floor. 

 

Bend your arms so the dumbbell is as low as possible directly behind you, being sure to keep your upper arms close to your head. 

 

Straighten your arms; your upper arms and torso should remain motionless through the entire movement. 

 

Maintain the natural curve of your spine. Do not arch your back. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
73,One-Leg Dumbbell Calf Raises,Calves,https://www.youtube.com/v/Tb3MqieipSs?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Grab a dumbbell in your right hand and stand with the ball of your right foot on a calf block or block of wood. 

 

Your left leg should be bent so it does not interfere with the exercise, and you should hold a pole or upright or press against a wall with your left hand to ensure proper balance. 

 

Maintaining a straight right leg, lower your heel until you feel a good stretch in your calf muscle. 

 

Lift your body up as high as possible onto the toes of your right foot, hold it there a moment, and then return to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward. 

 

After completing your reps for one side, reverse sides and repeat.",0
74,Parallel-Bar Dips,Chest,https://www.youtube.com/v/WYwiTxnWtho?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Grip parallel bars (the bars may parallel with each other or V-shaped) with your palms facing one another. 

 

Jump up and support your body with your arms extended; bend your legs behind you and cross your ankles. 

 

Lean your torso forward and pull your chin to your chest. 

 

Lower your body down as far as possible between the bars, being sure to maintain the angle of your torso and your elbows moving out to the sides. 

 

Press your body up to the starting position; do not lock your elbows at the top. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward. 

 

Do not bounce at the bottom of the movement.",0
76,Pec Deck Flyes,Chest,https://www.youtube.com/v/CIzw5y4MJes?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Position the seat height so that your upper arms are parallel to the floor when your forearms are on the arm pads; grip the handles with your hands or, if no handles are available, rest your hands over the top of the pads. 

 

Avoid over-stretching the chest muscles at the beginning of the movement by utilizing the foot pedal to pull the handles out farther (if available). 

 

Squeeze the pads together until they meet directly in front of the center of your chest making sure to keep your back against the pad. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the inward movement no faster than the outward.",0
77,Pushups,Chest,https://www.youtube.com/v/FGOf5gv-DCg?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Support your body with the balls of your feet and with your hands. 

 

Place hands slightly wider than shoulder-width, palms flat on the floor. 

 

Straighten arms without locking your elbows. 

 

Lower torso until chest is a fraction of an inch off the floor. 

 

Push yourself back to starting position. 

 

VARIATION 1 - Elevated-Feet Pushups - Increase demand on upper chest by placing both feet up on a bench or Swiss ball. 

 

VARIATION 2 - T-Pushups - Hold a pair of light dumbbells with a neutral grip, and get into the down position of a standard pushup, with your hands directly below your shoulders. Execute a basic pushup. Then hold the top position and lift the dumbbell in your non-dominant hand toward the ceiling while rotating your torso in the same direction so you face to the side. Support and balance yourself with your other arm so your arms and body form a T, with your arms perpendicular to the floor. Return to the starting position and repeat with the opposite arm.",0
79,Rear Dumbbell Raises,Shoulders,https://www.youtube.com/v/eFiJLgXZdrM?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit on the end of a flat bench with your feet close to your body. 

 

Bend over and rest your torso along your thighs so that your torso is parallel with the ground. 

 

Grab two dumbbells and let your arms hang down below you, with your palms facing one another. 

 

Maintain about a 20 degree bend in your elbows and keep your upper arms perpendicular to your torso throughout the movement. 

 

Keeping your torso still, lift the dumbbells up and out to the side in a semicircular arc until they reach shoulder level, then hold that position for a moment and return to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
80,Reverse Crunches,Abdominals,https://www.youtube.com/v/jZ3kfqH4NMk?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Lie on the floor on your back with the palms of your hands flat on the floor at your sides. Bend your legs to 90 degrees and bring your legs up so that your thighs are perpendicular to the floor.



	Using your abdominal muscles, curl your knees toward you chest until your buttocks lifts off the floor and then slowly return to the starting position.



	The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
83,Roman Chair Sit-Ups,Abdominals,https://www.youtube.com/v/iTTWyEX0apc?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit on the Roman chair and place your feet under the pads.

	 

	Lie back until your upper body is about 20-30 degrees above the level of the floor with your arms across your chest or your hands on your hips.

	 

	Pull your upper body up until it is at angle slightly less than 90 degrees to the floor; then repeat the movement.

	 

	The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
84,Seated Barbell Front Press,Shoulders,https://www.youtube.com/v/zAVZEUHMZnE?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Grip the barbell with your palms facing away from you and your hand positioning on the barbell should be such that your forearms are perpendicular to the barbell; space your hands evenly using the markings on the bar. 

 

Lift the bar off the rack to a point directly above your shoulder joints. 

 

Lower the bar close to your face to chin level and press the weight back to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward. 

 

Do not lock your elbows at the top of the movement and do not bounce at the bottom of the movement.",0
85,Seated Behind-The-Neck Press,Shoulders,https://www.youtube.com/v/8oMIDH6XXZ8?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Grip the barbell with your palms facing away from you and your hand positioning on the barbell should be such that your forearms are perpendicular to the barbell; space your hands evenly using the markings on the bar. 

 

Lift the bar off the rack to a point directly above your shoulder joints. 

 

Lower the bar behind your neck to the base of your skull and press the weight back to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward. 

 

Do not lock your elbows at the top of the movement and do not bounce at the bottom of the movement.",0
86,Seated Cable Rows,Back,https://www.youtube.com/v/jAnwsQocwpo?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Begin the exercise leaning forward with your hands out past your knees, your back straight, and your knees bent at about 45 degree angle, which is maintained throughout the movement.



Keeping your elbows close to your sides, pull the handle in to your abdomen and arch your back at the end of the movement.



Reverse the movement and return to the starting position.



The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the inward movement no faster than the outward.",0
87,Seated Calf Raises,Calves,https://www.youtube.com/v/j-mxppEk8UI?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Place the balls of your feet on the foot plate and adjust the knee pad so it fits snugly over your knees.



Lift your heels slightly to raise the weight and to release the safety catch.



Lower your heels until you feel a good stretch in your calves.



Lift your lower legs as high as possible onto your toes, hold it there a moment, and then return to the starting position.



The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
89,Seated Dumbbell Press,Shoulders,https://www.youtube.com/v/ycIO1gTC4TU?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit on a chair or bench with back support and rest the dumbbells on their ends on your knees. 

 

Start with the dumbbells at about chin level with your palms facing away from you and your forearms perpendicular to the floor. 

 

Press the dumbbells up along a straight line toward the ceiling until your arms are fully extended. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward. 

 

Do not lock your elbows at the top of the movement and do not bounce at the bottom of the movement.",0
90,Seated Hammer Curls,Biceps,https://www.youtube.com/v/FPaNjlQq8EA?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Grip each dumbbell with your hand in the center of the handle with palms facing in toward your thighs and sit on the end of a flat bench. 

 

Maintaining the natural curve in your low back and keeping your thumbs pointed toward the ceiling throughout, curl the dumbbells up until they are at shoulder level. 

 

Keep your elbow and upper arm close to the side of your torso and your palms facing one another throughout the movement. 

 

Reverse the movement and return to the starting position. 

 

The entire motion for each arm should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward.",0
92,Sit-Ups,Abdominals,https://www.youtube.com/v/VndDWO5Zkas?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Sit on an abdominal board and place your feet under the pads or sit on the floor with your feet under an immovable object. 

 

Lie back onto the board or floor with your arms across your chest or hands behind your head. 

 

Curl your upper body up until it is at angle slightly less than 90 degrees to the floor; return to the starting position. 

 

The entire motion should be done in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward.",0
93,Smith Machine Behind-The-Neck Press,Shoulders,https://www.youtube.com/v/g5wF6PWvwsA?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Properly position yourself in an upright chair within the Smith Machine, beneath the bar to be lifted; position the chair such that the bar will come down just behind your head during the execution of this exercise. 

 

Grip the bar with your palms facing away from you and your hand positioning on the bar should be such that your forearms are perpendicular to the bar; space your hands evenly using the markings on the bar. 

 

Press the bar up to the starting position and roll your wrists backward to the unhooked position. 

 

Lower the bar behind your neck to the base of your skull and press the weight back to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds, with the downward movement no faster than the upward. 

 

Do not lock your elbows at the top of the movement and do not bounce at the bottom of the movement.",0
96,Smith Machine Squats,Thighs,https://www.youtube.com/v/sU36k3-p5UI?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Position your body in the Smith Machine so that the bar rests behind your head on your shoulders and trapezius, not on your neck. Have a little bend in your knees, and take a comfortably wide grip on the bar.



Straighten your legs to lift the bar and then roll your wrists back to unhook it.



Place your feet approximately 2-3 inches forward from the bar and about shoulder width apart with your toes pointing forward at their natural angle.



Maintain the natural curve of your spine by tensing your abdominal and lower back muscles. Keep your head up, looking forward, throughout the exercise.



Squat down until your thighs are slightly below parallel to the floor, being sure to keep your torso fixed in the most erect position possible throughout the movement and your knees moving out in the same direction as your feet.



Reverse the movement and return to the starting position.



The entire motion should be done in a smooth, controlled manner that lasts about 4 seconds, with the downward movement no faster than the upward.



Do not bounce at the bottom of the movement and never lock your knees at the top.",0
97,Barbell Squats,Thighs,https://www.youtube.com/v/40p1qQZTNRw?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Position your body in the squat rack so that the barbell rests behind your head on your shoulders and trapezius, not on your neck. Have a little bend in your knees, and take a comfortably wide grip on the bar.

	 

	Straighten your legs to lift the bar and then take one step backward.

	 

	Stand with your feet about shoulder width apart with your toes pointing forward at their natural angle.

	 

	Maintain the natural curve of your spine by tensing your abdominal and lower back muscles. Keep your head up, looking forward, throughout the exercise.

	 

	Squat down until your thighs are slightly below parallel to the floor, being sure to keep your torso fixed in the most erect position possible throughout the movement and your knees moving out in the same direction as your feet.

	 

	Reverse the movement and return to the starting position.

	 

	The entire motion should be done in a smooth, controlled manner that lasts about 4 seconds, with the downward movement no faster than the upward.

	 

	Do not bounce at the bottom of the movement and never lock your knees at the top.",0
98,Standing Alternate Dumbbell Curls,Biceps,https://www.youtube.com/v/Go3q_v7psDk?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Grip each dumbbell with your hand in the center of the handle with palms facing in toward your thighs. 

 

Stand with your feet shoulder width apart with a slight bend in your knees and maintain the natural curve in your low back throughout the movement. 

 

Curl the right dumbbell up and simultaneously rotate your hand out so that by the midpoint of the movement your palm is facing the ceiling, and maintain that hand position for the remainder of the movement. 

 

End the movement when the dumbbell is close to the level of your chin. 

 

Keep your elbow and upper arm fixed against the side of your torso throughout the movement. 

 

Reverse the movement and return to the starting position; repeat with the other arm. 

 

The entire motion for each arm should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward.",0
99,Standing Barbell Curls,Biceps,https://www.youtube.com/v/mIL2FG0Ai4w?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Hold the barbell along your upper thighs with a shoulder width grip and palms facing forward. 

 

Stand with your feet shoulder width apart with a slight bend in your knees and maintain the natural curve in your low back throughout the movement. 

 

Curl the barbell up towards your chest until it is close to your chin, being sure to keep your elbows and upper arms fixed against the sides of your torso throughout the movement. 

 

Reverse the movement and return to the starting position. 

 

The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward.",0
100,Standing Barbell Reverse Curls,Biceps,https://www.youtube.com/v/94YDyhMz7mw?fs=1&hl=en_US&rel=0&showinfo=0&hd=1&color2=0x548ECD&autoplay=1&autohide=0&controls=1&loop=1&modestbranding=1,"Hold the barbell, (can use an EZ-curl barbell if preferred), along your upper thighs with a shoulder width grip and palms facing down.



Stand with your feet shoulder width apart with a slight bend in your knees and maintain the natural curve in your low back throughout the movement.



Curl the barbell up towards your chest until it is close to your chin, being sure to keep your elbows and upper arms fixed against the sides of your torso throughout the movement.



Reverse the movement and return to the starting position.



The entire motion should be performed in a smooth, controlled manner that lasts about 3 seconds with the downward movement no faster than the upward.",0
